               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.055535,            0.026192,          0.00067838,              0.7894,             0.60359,             0.67686,             0.41367,            0.048381,            0.013617,           0.0041438,             0.00307,             0.00307,             0.00307
                  37,            0.055155,             0.02592,          0.00070791,             0.78517,             0.60735,             0.67811,             0.41538,             0.04831,            0.013601,           0.0040472,            0.002872,            0.002872,            0.002872
                  38,            0.055122,            0.026016,          0.00070919,             0.78416,              0.6091,             0.67836,             0.41597,            0.048264,            0.013581,           0.0039595,            0.002674,            0.002674,            0.002674
                  39,             0.05492,            0.026022,          0.00065673,             0.79275,             0.60593,             0.67964,             0.41752,            0.048222,            0.013566,           0.0038913,            0.002476,            0.002476,            0.002476
                  40,            0.055135,            0.025926,          0.00067138,              0.7885,             0.60719,             0.68089,             0.41808,            0.048195,            0.013556,           0.0038481,            0.002278,            0.002278,            0.002278
                  41,            0.054715,            0.025704,          0.00061452,             0.79982,             0.60146,             0.68078,             0.41832,            0.048164,            0.013545,           0.0038532,             0.00208,             0.00208,             0.00208
                  42,            0.054472,            0.025751,          0.00062022,             0.80114,             0.60248,             0.68194,               0.419,            0.048133,             0.01354,           0.0038041,            0.001882,            0.001882,            0.001882
                  43,            0.054125,            0.025406,          0.00055631,             0.80286,              0.6026,              0.6822,              0.4194,            0.048112,            0.013535,            0.003772,            0.001684,            0.001684,            0.001684
                  44,            0.053902,            0.025398,           0.0004963,             0.81034,             0.60085,              0.6822,             0.41975,            0.048096,             0.01353,           0.0037528,            0.001486,            0.001486,            0.001486
                  45,            0.053482,            0.025252,          0.00057704,             0.80947,             0.60126,             0.68259,             0.42003,            0.048084,            0.013528,           0.0037395,            0.001288,            0.001288,            0.001288
                  46,            0.053495,            0.025131,          0.00045209,             0.79963,             0.60691,             0.68292,             0.42067,            0.048072,            0.013525,           0.0037436,             0.00109,             0.00109,             0.00109
                  47,             0.05334,            0.025223,          0.00044727,             0.79764,             0.60685,             0.68302,             0.42067,            0.048057,            0.013521,           0.0037452,            0.000892,            0.000892,            0.000892
                  48,              0.0532,            0.025049,          0.00044392,             0.80034,             0.60722,             0.68358,             0.42142,            0.048041,            0.013515,           0.0037333,            0.000694,            0.000694,            0.000694
                  49,            0.052952,             0.02495,          0.00042807,             0.80024,             0.60749,             0.68353,             0.42159,            0.048031,            0.013511,           0.0037352,            0.000496,            0.000496,            0.000496
