               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.033366,           0.0064268,                   0,             0.89906,             0.76744,             0.85714,             0.60283,           0.0090294,           0.0023542,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.033818,           0.0065397,                   0,             0.90139,              0.7309,             0.84046,             0.59572,           0.0091787,           0.0023259,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.033619,           0.0065177,                   0,             0.92267,             0.75319,             0.85432,             0.60836,           0.0089426,           0.0022675,                   0,            0.002278,            0.002278,            0.002278
                  41,             0.03308,           0.0065236,                   0,             0.91659,             0.76669,             0.85642,             0.60394,           0.0088357,           0.0022714,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.033253,           0.0065749,                   0,             0.85082,             0.80399,             0.85586,             0.60994,           0.0088476,           0.0023175,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.032561,           0.0063709,                   0,             0.87186,             0.80066,             0.85337,             0.61312,           0.0086046,            0.002276,                   0,            0.001684,            0.001684,            0.001684
                  44,              0.0331,           0.0064583,                   0,             0.89145,             0.78738,             0.87292,             0.61909,           0.0085835,           0.0022517,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.032896,           0.0064723,                   0,             0.88852,             0.76786,             0.85852,               0.621,           0.0087789,           0.0022411,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.031414,           0.0060913,                   0,             0.90857,             0.75931,             0.86608,             0.62945,           0.0085124,           0.0022298,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.031906,            0.006314,                   0,             0.89373,             0.78232,             0.86414,             0.62296,           0.0086405,           0.0022538,                   0,            0.000892,            0.000892,            0.000892
                  48,             0.03194,            0.006303,                   0,             0.87287,             0.78738,             0.86957,             0.62177,           0.0084843,           0.0022471,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.031694,           0.0061653,                   0,             0.86753,             0.78327,             0.86383,             0.62202,           0.0082408,           0.0022589,                   0,            0.000496,            0.000496,            0.000496
